|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|メールアドレス=	|URL=	|備考=	== その他 ==							
酒田市立亀城小学校		〒998-0842 山形県酒田市亀ヶ崎2-3-55	0234-22-0455						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立松原小学校		〒998-0842 山形県酒田市亀ヶ崎5-8-25	0234-23-8080						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立若浜小学校		〒998-0857 山形県酒田市若浜町1-1	0234-23-4138						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立富士見小学校		〒998-0861 山形県酒田市富士見町2-10-1	0234-24-6791						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立第二中学校		〒998-0864 山形県酒田市新橋4-19-3	0234-22-1359						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
酒田市立平田中学校		〒998-0871 山形県酒田市荻島字面桜8	0234-22-3014						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
酒田市立十坂小学校		〒999-0101 山形県酒田市坂野辺新田字地続山987-1	0234-31-0057						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
川西町立小松小学校		〒999-0121 山形県東東置賜郡川西町大字上小松1486	0238-42-3151						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
川西町立川西中学校		〒999-0122 山形県東東置賜郡川西町大字中小松2493	0238-42-3155						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
川西町立犬川小学校		〒999-0133 山形県東置賜郡川西町大字小松823	0238-42-2674						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
川西町立高山小学校		〒999-0141 山形県東置賜郡川西町大字高山1913	0238-42-2659						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
川西町立中郡小学校		〒999-0143 山形県東置賜郡川西町大字莅239	0238-42-3616						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
川西町立東沢小学校		〒999-0151 山形県東置賜郡川西町大字大舟988-4	0238-48-2012						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
川西町立吉島小学校		〒999-0211 山形県東置賜郡川西町大字洲島2381	0238-44-2842						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
山辺町立作谷沢中学校		〒999-0351 山形県東村山郡山辺町簗沢636	023-666-2213						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
川西町立玉庭小学校		〒999-0361 山形県東置賜郡川西町大字玉庭5255	0238-48-2030						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
飯豊町立中津川小学校		〒999-0431 山形県西置賜郡飯豊町大字下屋地331-1	0238-77-2211						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
飯豊町立中津川中学校		〒999-0431 山形県西置賜郡飯豊町大字下屋地331-1	0238-77-2211						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
飯豊町立第一小学校		〒999-0602 山形県西置賜郡飯豊町大字萩生677	0238-72-2277						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
飯豊町立飯豊中学校		〒999-0604 山形県西置賜郡飯豊町大字椿1862	0238-72-2129						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
飯豊町立添川小学校		〒999-0605 山形県西置賜郡飯豊町大字添川2934-1	0238-74-2006						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
飯豊町立手ノ子小学校		〒999-1111 山形県西置賜郡飯豊町大字手ﾉ子1694	0238-75-2644						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
飯豊町立第二小学校		〒999-1113 山形県西置賜郡飯豊町大字小白川3360	0238-72-2066						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立白沼小学校		〒999-1201 山形県西置賜郡小国町大字沼沢547	0238-63-2208						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立白沼中学校		〒999-1201 山形県西置賜郡小国町大字沼沢547	0238-63-2208						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
小国町立叶水小学校		〒999-1211 山形県西置賜郡小国町大字叶水301	0238-65-2201						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立叶水中学校		〒999-1211 山形県西置賜郡小国町大字叶水301	0238-65-2201						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
小国町立沖庭小学校		〒999-1303 山形県西置賜郡小国町大字若山225-1	0238-62-2304						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立伊佐領小学校		〒999-1322 山形県西置賜郡小国町大字伊佐領178	0238-65-2301						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立小国中学校		〒999-1352 山形県西置賜郡小国町大字岩井沢719	0238-62-2051						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
小国町立小国小学校		〒999-1363 山形県西置賜郡小国町大字小国小坂町382-2	0238-62-2018						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立北部小学校		〒999-1442 山形県西置賜郡小国町大字太鼓沢39	0238-67-2145						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立北部中学校		〒999-1442 山形県西置賜郡小国町大字太鼓沢39	0238-67-2145						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
小国町立足中小学校		〒999-1504 山形県西置賜郡小国町大字足水中里186	0238-62-5252						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立玉川小学校		〒999-1511 山形県西置賜郡小国町大字玉川337	0238-64-2418						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立玉川中学校		〒999-1511 山形県西置賜郡小国町大字玉川337	0238-64-2418						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
小国町立小玉川小学校		〒999-1522 山形県西置賜郡小国町大字小玉川511	0238-64-2008						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
小国町立小玉川中学校		〒999-1522 山形県西置賜郡小国町大字小玉川511	0238-64-2008						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
高畠町立第四中学校		〒999-2174 山形県東置賜郡高畠町大字福沢196	0238-57-3103						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
高畠町立糠野目小学校		〒999-2178 山形県東置賜郡高畠町大字上平柳2070	0238-57-3206						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立中川小学校		〒999-2204 山形県南陽市川樋25	0238-49-2131						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立赤湯中学校		〒999-2221 山形県南陽市椚塚1815	0238-43-3370						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
南陽市立赤湯小学校		〒999-2222 山形県南陽市長岡994	0238-43-2069						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立沖郷小学校		〒999-2251 山形県南陽市高梨460	0238-43-2372						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立沖郷中学校		〒999-2251 山形県南陽市高梨594-3	0238-43-2271						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
上山市立中川小学校		〒999-3103 山形県上山市金谷字水神河原1189-2	023-679-2234						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立北中学校		〒999-3105 山形県上山市泉川字松ﾉ木110	023-672-1502						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
上山市立上山小学校		〒999-3154 山形県上山市元城内5-5	023-672-1400						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立宮生小学校		〒999-3202 山形県上山市下生居字森752	023-672-1406						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立宮川中学校		〒999-3211 山形県上山市牧野字中原1945-2	023-674-3058						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
上山市立東小学校		〒999-3213 山形県上山市須田板字原際784-1	023-674-2816						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立本庄小学校		〒999-3224 山形県上山市皆沢字宝126-1	023-674-3268						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立南中学校		〒999-3232 山形県上山市長清水3-7-1	023-672-1500						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
上山市立西郷第一小学校		〒999-3235 山形県上山市阿弥陀地字上原906-1	023-672-1404						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立南小学校		〒999-3241 山形県上山市けやきの森1-1	023-673-3130						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立西郷第二小学校		〒999-3243 山形県上山市高松字南沢1335	023-672-1405						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
上山市立中山小学校		〒999-3246 山形県上山市中山字壁屋敷5608	023-676-2112						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
山形市立山寺小学校		〒999-3301 山形県山形市山寺1650	023-695-2004						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
山形市立山寺中学校		〒999-3301 山形県山形市大字山寺1650	023-695-2044						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
河北町立北谷地小学校		〒999-3502 山形県西村山郡河北町大字吉田367	0237-71-1112						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
河北町立谷地南部小学校		〒999-3511 山形県西村山郡河北町谷地荒町東1-7-1	0237-71-1106						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
河北町立谷地西部小学校		〒999-3511 山形県西村山郡河北町谷地字布田55	0237-71-1108						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
河北町立河北中学校		〒999-3512 山形県西村山郡河北町谷地中央4-12-1	0237-71-1114						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
河北町立谷地中部小学校		〒999-3513 山形県西村山郡河北町谷地所岡73	0237-71-1104						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
河北町立溝延小学校		〒999-3522 山形県西村山郡河北町大字溝延字小堤312ｰ1	0237-71-1102						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
河北町立西里小学校		〒999-3533 山形県西村山郡河北町西里562	0237-71-1100						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
東根市立東根中部小学校		〒999-3711 山形県東根市中央2-5-1	0237-43-8000						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
東根市立第二中学校		〒999-3716 山形県東根市大字蟹沢950-15	0237-42-0343						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
東根市立第三中学校		〒999-3722 山形県東根市大字泉郷乙1922	0237-44-2120						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
東根市立東郷小学校		〒999-3722 山形県東根市大字泉郷乙1922	0237-44-2224						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
東根市立高崎小学校		〒999-3723 山形県東根市大字観音寺2162	0237-44-2320						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
東根市立神町中学校		〒999-3737 山形県東根市大字若木5988	0237-48-3375						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
東根市立大森小学校		〒999-3737 山形県東根市大字若木6073-5	0237-48-3500						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
東根市立神町小学校		〒999-3764 山形県東根市神町東2-6-1	0237-47-0035						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
