|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=					
所沢市立山口小学校	ところざわしりつやまぐちしょうがっこう	〒359-1145 埼玉県所沢市山口1550	04-2922-3234	04-2922-7066	http://www.tokorozawa-stm.ed.jp/yamaguti-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立柳瀬小学校	ところざわしりつやなせしょうがっこう	〒359-0012 埼玉県所沢市坂之下964	04-2944-0742	04-2944-5270	http://www.tokorozawa-stm.ed.jp/yanase-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立安松小学校	ところざわしりつやすまつしょうがっこう	〒359-0024 埼玉県所沢市下安松755-1	04-2944-5210	04-2944-5273	http://www.tokorozawa-stm.ed.jp/yasumatu-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立富多小学校	かすかべしりつとみたしょうがっこう	〒344-0132 埼玉県春日部市神間872	048-748-0011	048-748-1834	http://www.tomita.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
鳩山町立鳩山小学校	はとやまちょうりつはとやましょうがっこう	〒350-0312 埼玉県比企郡鳩山町鳩ヶ丘1-16-1	049-296-2181	049-296-7517	http://www.town.hatoyama.saitama.jp/kakuka/education/hatooka_ele.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
鳩山町立今宿小学校	はとやまちょうりついまじゅくしょうがっこう	〒350-0321 埼玉県比企郡鳩山町赤沼370	049-296-1388	049-296-7514	http://www.town.hatoyama.saitama.jp/kakuka/education/imajyuku_ele.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
鳩山町立亀井小学校	はとやまちょうりつかめいしょうがっこう	〒350-0305 埼玉県比企郡鳩山町泉井323-4	049-296-1548	049-296-7509	http://www.town.hatoyama.saitama.jp/kakuka/education/kamei_ele.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
宮代町立笠原小学校	みやしろちょうりつかさはらしょうがっこう	〒345-0801 埼玉県南埼玉郡宮代町百間1105	0480-34-8480	0480-34-8454	http://www.town.miyashiro.saitama.jp/WWW/gakkou.nsf/01KASAHARA?OpenFrameSet		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
宮代町立東小学校	みやしろちょうりつひがししょうがっこう	〒345-0801 埼玉県南埼玉郡宮代町百間5-8-48	0480-32-0214	0480-32-0372	http://www.town.miyashiro.saitama.jp/WWW/gakkou.nsf/02HIGASHI?OpenFrameSet		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
宮代町立須賀小学校	みやしろちょうりつすかしょうがっこう	〒345-0831 埼玉県南埼玉郡宮代町須賀1425-1	0480-33-1325	0480-33-1792	http://www.town.miyashiro.saitama.jp/WWW/gakkou.nsf/03SUKASYO?OpenFrameSet		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
宮代町立百間小学校	みやしろちょうりつもんましょうがっこう	〒345-0817 埼玉県南埼玉郡宮代町西原261	0480-32-0157	0480-32-0152	http://www.town.miyashiro.saitama.jp/WWW/gakkou.nsf/04MONMASYO?OpenFrameSet		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
毛呂山町立毛呂山小学校	もろやまちょうりつもろやましょうがっこう	〒350-0465 埼玉県入間郡毛呂山町岩井西4-2-1	049-294-0009	049-294-3150	http://www.town.moroyama.saitama.jp/www/contents/1309340469903/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
三芳町立竹間沢小学校	みよしちょうりつちくまざわしょうがっこう	〒354-0043 埼玉県入間郡三芳町竹間沢550-1	049-258-3235	049-259-6543	http://www.town.saitama-miyoshi.ed.jp/chikumazawas/index.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
三芳町立藤久保小学校	みよしちょうりつふじくぼしょうがっこう	〒354-0041 埼玉県入間郡三芳町藤久保224-2	049-258-0555	049-259-6486	http://www.town.saitama-miyoshi.ed.jp/fujikubos/00%20Top%20page.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
三芳町立上富小学校	みよしちょうりつかみとめしょうがっこう	〒354-0045 埼玉県入間郡三芳町上富1267-4	049-258-6808	049-259-6541	http://www.town.saitama-miyoshi.ed.jp/kamitomis/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
三芳町立三芳小学校	みよしちょうりつみよししょうがっこう	〒354-0044 埼玉県入間郡三芳町北永井343	049-258-0674	049-259-6536	http://www.town.saitama-miyoshi.ed.jp/miyoshis/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
杉戸町立杉戸第二小学校	すぎとちょうりつすぎとだいにしょうがっこう	〒345-0034 埼玉県北葛飾郡杉戸町倉松600-1	0480-34-6231	0480-34-6230	http://www.town.sugito.lg.jp/cms/index1078.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
杉戸町立泉小学校	すぎとちょうりついずみしょうがっこう	〒345-0004 埼玉県北葛飾郡杉戸町宮前1	0480-38-2000	0480-38-2007	http://www.town.sugito.lg.jp/cms/index1175.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
杉戸町立杉戸第三小学校	すぎとちょうりつすぎとだいさんしょうがっこう	〒345-0024 埼玉県北葛飾郡杉戸町堤根2777	0480-32-0909	0480-32-0971	http://www.town.sugito.lg.jp/cms/index1192.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
杉戸町立杉戸小学校	すぎとちょうりつすぎとしょうがっこう	〒345-0035 埼玉県北葛飾郡杉戸町内田2-9-28	0480-32-0042	0480-32-0067	http://www.town.sugito.lg.jp/cms/index1241.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
杉戸町立高野台小学校	すぎとちょうりつたかのだいしょうがっこう	〒345-0045 埼玉県北葛飾郡杉戸町高野台西5-16	0480-33-3110	0480-33-3023	http://www.town.sugito.lg.jp/cms/index1289.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
杉戸町立西小学校	すぎとちょうりつにししょうがっこう	〒345-0046 埼玉県北葛飾郡杉戸町高野台南5-1-1	0480-32-2016	0480-32-2030	http://www.town.sugito.lg.jp/cms/index420.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立豊春小学校	かすかべしりつとよはるしょうがっこう	〒344-0047 埼玉県春日部市道順川戸37-1	048-754-0726	048-763-9676	http://www.toyoharu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立豊野小学校	かすかべしりつとよのしょうがっこう	〒344-0013 埼玉県春日部市銚子口1087	048-735-2112	048-734-9403	http://www.toyono.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立荒木小学校	ぎょうだしりつあらきしょうがっこう	〒361-0011 埼玉県行田市荒木1606	048-557-2183	048-557-2358	http://www.tvg.ne.jp/araki-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立中央小学校	ぎょうだしりつちゅうおうしょうがっこう	〒361-0052 埼玉県行田市本丸7-20	048-554-5551	048-554-5868	http://www.tvg.ne.jp/chuo-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立東小学校	ぎょうだしりつひがししょうがっこう	〒361-0023 埼玉県行田市長野2-26-8	048-554-5553	048-554-5532	http://www.tvg.ne.jp/higa-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立星宮小学校	ぎょうだしりつほしみやしょうがっこう	〒361-0066 埼玉県行田市上池守47	048-556-5555	048-556-5238	http://www.tvg.ne.jp/hosimi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立泉小学校	ぎょうだしりついずみしょうがっこう	〒361-0056 埼玉県行田市持田70	048-553-3181	048-553-3182	http://www.tvg.ne.jp/izumi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立北小学校	ぎょうだしりつきたしょうがっこう	〒361-0061 埼玉県行田市和田94-1	048-554-5521	048-554-5898	http://www.tvg.ne.jp/kita-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立北河原小学校	ぎょうだしりつきたがわらしょうがっこう	〒361-0001 埼玉県行田市北河原1517	048-557-0134	048-557-0428	http://www.tvg.ne.jp/kitaga-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立南小学校	ぎょうだしりつみなみしょうがっこう	〒361-0032 埼玉県行田市佐間1-25-4	048-554-5555	048-554-5559	http://www.tvg.ne.jp/minami-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立西小学校	ぎょうだしりつにししょうがっこう	〒361-0056 埼玉県行田市持田3-5-9	048-554-5554	048-554-5820	http://www.tvg.ne.jp/nishi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立太田東小学校	ぎょうだしりつおおたひがししょうがっこう	〒361-0013 埼玉県行田市真名坂955	048-559-3810	048-559-3822	http://www.tvg.ne.jp/otae-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立太田西小学校	ぎょうだしりつおおたにししょうがっこう	〒361-0024 埼玉県行田市小針3521	048-556-2997	048-554-4650	http://www.tvg.ne.jp/otaw-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立埼玉小学校	ぎょうだしりつさきたましょうがっこう	〒361-0025 埼玉県行田市埼玉4610-2	048-559-1000	048-559-1036	http://www.tvg.ne.jp/sakita-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立桜ヶ丘小学校	ぎょうだしりつさくらがおかしょうがっこう	〒361-0023 埼玉県行田市長野1880	048-554-0681	048-554-0682	http://www.tvg.ne.jp/sakura-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立下忍小学校	ぎょうだしりつしもおししょうがっこう	〒361-0037 埼玉県行田市下忍2451	048-556-2404	048-556-2395	http://www.tvg.ne.jp/shimo-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
行田市立須加小学校	ぎょうだしりつすかしょうがっこう	〒361-0004 埼玉県行田市須加4586	048-557-2185	048-557-2379	http://www.tvg.ne.jp/suka-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立内牧小学校	かすかべしりつうちまきしょうがっこう	〒344-0051 埼玉県春日部市内牧2415-2	048-752-3256	048-763-9675	http://www.uchimaki.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立牛島小学校	かすかべしりつうしじましょうがっこう	〒344-0004 埼玉県春日部市牛島1080	048-761-1689	048-763-9670	http://www.usijima.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
蕨市立中央東小学校	わらびしりつちゅうおうひがししょうがっこう	〒335-0004 埼玉県蕨市中央7-18-7	048-443-3102	048-443-3104	http://www.warabi.ne.jp/~chutosho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
蕨市立東小学校	わらびしりつひがししょうがっこう	〒335-0002 埼玉県蕨市塚越3-10-36	048-442-2154	048-442-2141	http://www.warabi.ne.jp/~higasi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
蕨市立北小学校	わらびしりつきたしょうがっこう	〒335-0001 埼玉県蕨市北町2-11-6	048-432-2044	048-432-2047	http://www.warabi.ne.jp/~kitashou/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
蕨市立南小学校	わらびしりつみなみしょうがっこう	〒335-0003 埼玉県蕨市南町1-36-6	048-442-2514	048-442-2516	http://www.warabi.ne.jp/~minami-s/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
蕨市立西小学校	わらびしりつにししょうがっこう	〒335-0005 埼玉県蕨市錦町5-11-30	048-442-2642	048-442-2633	http://www.warabi.ne.jp/~nishisyo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
蕨市立塚越小学校	わらびしりつつかごししょうがっこう	〒335-0002 埼玉県蕨市塚越5-7-20	048-442-2218	048-442-2314	http://www.warabi.ne.jp/~tsukasyo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
蕨市立中央小学校	わらびしりつちゅうおうしょうがっこう	〒335-0004 埼玉県蕨市中央6-8-25	048-442-2672	048-442-2688	http://www.wcv.jp/~wrb-chuou-es/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立八木崎小学校	かすかべしりつやぎさきしょうがっこう	〒344-0067 埼玉県春日部市中央4-1	048-754-4433	048-763-9669	http://www.yagisaki.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
八潮市立大曽根小学校	やしおしりつおおそねしょうがっこう	〒340-0824 埼玉県八潮市垳527	048-996-6372	048-997-9017	http://www.yashio-osone-el.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
八潮市立潮止小学校	やしおしりつしおどめしょうがっこう	〒340-0814 埼玉県八潮市南川崎822	048-996-9955	048-997-8561	http://www.yasio-siodome-el.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
八潮市立八幡小学校	やしおしりつやわたしょうがっこう	〒340-0816 埼玉県八潮市中央4-21-16	048-996-4042	048-997-8531	http://www.yasio-yawata-el.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
深谷市立八基小学校	ふかやしりつやつもとしょうがっこう	〒366-0002 埼玉県深谷市下手計1300	048-587-2250	048-587-2296	http://www.yatsumoto-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
越生町立越生小学校	おごせちょうりつおごせしょうがっこう	〒350-0411 埼玉県入間郡越生町黒岩251	049-292-2071	049-292-2124	http://www013.upp.so-net.ne.jp/ogosho/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
北本市立中丸東小学校	きたもとしりつなかまるひがししょうがっこう	〒364-0013 埼玉県北本市中丸10-270	048-593-3730	048-593-3731	http://www1.ocn.ne.jp/~nakahiga/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
