館名	郵便番号	住所	電話番号	URL	都道府県
豊田佐吉記念館	431-0443	静岡県湖西市山口113－2	053-576-0064		静岡県
トリックアート・アーサー美術館	420-0035	静岡県静岡市葵区七間町13静岡朝日テレビ本社1階	054-252-0222		静岡県
中伊豆歴史民俗資料館	410-2502	静岡県伊豆市上白岩425-1	0558-83-1859		静岡県
中勘助文学記念館・杓子庵	421-1201	静岡県静岡市葵区新間1089-120	054-277-2970		静岡県
中山晋平記念館	413-0032	静岡県熱海市梅園町1169-1熱海梅園内	0557-85-1933		静岡県
ならここの里居尻キャンプ場　・階帰館	436-0332	静岡県掛川市居尻179	0537-25-2055		静岡県
日本絵馬史料館	431-2212	静岡県浜松市北区引佐町井伊谷1991-1	0535-42-0355		静岡県
人形の世界ミュージアム	413-0235	静岡県伊東市大室高原10-105	0557-51-3332		静岡県
人形の美術館それいゆ	413-0232	静岡県伊東市八幡野1041-56	0557-53-3322	http://www.majo.tv/	静岡県
沼津市歴史民俗資料館	410-0822	静岡県沼津市下香貫島郷2802-1沼津御用邸記念公園内	0559-32-6266	http://www.city.numazu.shizuoka.jp/kurashi/sisetu/rekimin/index.htm	静岡県
沼津市明治史料館	410-0051	静岡県沼津市西熊堂372-1	0559-23-3335	http://www.city.numazu.shizuoka.jp/kurashi/sisetu/meiji/index.htm	静岡県
沼津市若山牧水記念館	410-0849	静岡県沼津市千本郷林1907－11	0559-62-0424		静岡県
ねこの博物館	413-0235	静岡県伊東市大室高原7－600	0557-51-5133	http://nekohaku.pandora.nu/	静岡県
ねむの木こども美術館	436-0221	静岡県掛川市上垂木3534-1	0537-26-3900	http://www.nemunoki.or.jp	静岡県
ねむの木美術館	436-0221	静岡県掛川市上垂木3534-1	0537-26-3988		静岡県
野坂オートマタ美術館	413-0232	静岡県伊東市八幡野株尻1283-75	0557-55-1800	http://www.automata.co.jp/	静岡県
榛原町郷土資料館	421-0422	静岡県榛原町静波447－1	05482-2-1111		静岡県
浜岡原子力館	437-1695	静岡県御前崎市佐倉5561	0537-85-2424	http://www.chuden.co.jp/hamaoka-pr/index.html	静岡県
浜名湖オルゴールミュージアム	431-1202	静岡県浜松市西区呉松町地内768-1	053-487-2121		静岡県
浜名湖舘山寺美術博物館	431-1209	静岡県浜松市西区舘山寺町3313-1	053-487-1513		静岡県
浜名湖なんだろミュージアム	431-1209	静岡県浜松市西区舘山寺町1891浜名湖パルパル内	053-487-2121		静岡県
浜松科学館	430-0923	静岡県浜松市中区北寺島町256-3	053-454-0178	http://www.hamamatsu-kagakukan.jp/top.htm	静岡県
浜松市天文台展示ホール	430-0836	静岡県浜松市南区福島町242－1	053-425-9158		静岡県
浜松市秋野不矩美術館	431-3314	静岡県浜松市天竜区二俣町二俣130	053-922-0315	http://www.city.hamamatsu.shizuoka.jp/lifeindex/enjoy/culture_art/akinofuku/	静岡県
浜松市伊場遺跡資料館	432-8036	静岡県浜松市中区東伊場2-22-1	053-456-1485	http://www.city.hamamatsu.shizuoka.jp/hamahaku/	静岡県
浜松市立賀茂真淵記念館	432-8036	静岡県浜松市中区東伊場1-22-2	053-456-8050		静岡県
浜松市楽器博物館	430-7790	静岡県浜松市中区板屋町108-1	053-451-1128	http://www.gakkihaku.jp/	静岡県
浜松市動物園	431-1209	静岡県浜松市西区舘山寺町199	053-487-1122	http://www.city.hamamatsu.shizuoka.jp/hamazoo/	静岡県
浜松市博物館	432-8018	静岡県浜松市中区蜆塚4-22-1	053-456-2208	http://www.city.hamamatsu.shizuoka.jp/hamahaku/	静岡県
浜松市春野歴史民俗資料館	437-0604	静岡県浜松市天竜区春野町宮川1327-1	0539-89-1119		静岡県
浜松市姫街道と銅鐸の歴史民俗資料館	431-1305	静岡県浜松市北区細江町1015-1	0535-23-1456		静岡県
浜松市美術館	430-0947	静岡県浜松市中区松城町100-1	053-454-6801	http://www.city.hamamatsu.shizuoka.jp/artmuse/index.htm	静岡県
浜松市立内山真龍資料館	431-3305	静岡県浜松市天竜区大谷568	0539-25-4832		静岡県
浜松復興記念館	430-0937	静岡県浜松市中区利町304－2	053-455-0815		静岡県
はままつフラワーパーク	431-1209	静岡県浜松市西区舘山寺町195	053-487-0511	http://e-flowerpark.com/	静岡県
はままつフルーツパーク	431-2102	静岡県浜松市北区都田町4263-1	053-428-5211	http://www.e-fruitpark.com	静岡県
浜松文芸館	432-8014	静岡県浜松市中区鹿谷町11-2	053-471-5211		静岡県
浜松まつり会館	430-0845	静岡県浜松市東区中田島町1313	053-441-6211		静岡県
ハーバーミュージアム	415-0015	静岡県下田市外ヶ岡1－1ベイ・ステージ下田	0558-25-3500		静岡県
東伊豆美術館	413-0302	静岡県東伊豆町奈良本1222-1	0557-22-4506		静岡県
美術館夢呂土・山本丘人記念館	410-1326	静岡県小山町用沢1373-1	0550-78-1400		静岡県
フォーレなかかわね茶茗館	428-0312	静岡県中川根町水川71-1	0547-56-2100		静岡県
袋井市立浅羽郷土資料館	437-1102	静岡県袋井市浅名1021	0538-23-8511		静岡県
藤枝市郷土博物館	426-0014	静岡県藤枝市若王子500蓮華寺池公園内	054-645-1100		静岡県
富士開拓資料館　・歴史の家	418-0103	静岡県富士宮市上井出3748	0544-54-0139		静岡県
富士川楽座	421-3305	静岡県富士川町岩渕1488－1	0545-81-5555		静岡県
富士川町地方歴史民俗資料館	421-3305	静岡県富士川町岩渕8－1	0545-81-4814		静岡県
富士山御胎内清宏園	412-0008	静岡県御殿場市印野1382－1	0550-89-4398		静岡県
富士自然動物公園　（富士サファリパーク）	410-1231	静岡県裾野市須山藤原2255-27	05599-8-1311	http://www.fujisafari.co.jp/	静岡県
富士白糸ワンダーミュージアム	418-0107	静岡県富士宮市佐折神棚599－1	0544-54-2611		静岡県
富士市立博物館	417-0061	静岡県富士市伝法66-2	0545-21-3380	http://museum.city.fuji.shizuoka.jp	静岡県
富士市歴史民俗資料館　（富士市立博物館分館）	417-0061	静岡県富士市伝法86-7	0545-21-3380		静岡県
富士竹類植物園	411-0932	静岡県長泉町南一色885	0559-87-5498	http://fujibamboogarden.com/	静岡県
富士宮市立郷土資料館	418-0067	静岡県富士宮市宮町14－2市民文化会館内	0544-23-1237		静岡県
富士美術館	418-0116	静岡県富士宮市上条1954	0544-58-2550	http://www.fujibi.jp/	静岡県
プッペンハウスヨシノ	413-0234	静岡県伊東市池字池ノ坂719－1	0557-53-2447	http://www.sa.jpn.org/~dh/museum/puppen/	静岡県
PLAZA LOCO　東海道金谷宿川越し資料館・夢プラザ	428-0022	静岡県島田市金谷1112-2	0547-45-4112		静岡県
プラザロコ　東海道金谷宿川越し資料館	428-0022	静岡県島田市金谷1112-2	0547-45-4112		静岡県
戸田造船郷土資料博物館	410-3402	静岡県沼津市戸田2710-1	0558-94-2384		静岡県
ベイ・ステージ下田	415-0015	静岡県下田市外ヶ丘1-1	0558-25-3500		静岡県
ベルナール・ビュフェ美術館／ビュフェこども美術館	411-0931	静岡県長泉町クレマチスの丘(スルガ平)515-57	055-986-1300	http://www.buffet-museum.jp/	静岡県
川根本町資料館やまびこ	428-0402	静岡県川根本町犬間90-1	0547-59-4031		静岡県
浜松市舞阪郷土資料館	431-0211	静岡県浜松市西区舞阪町舞阪2668-56	053-592-7000	http://www.city.hamamatsu.shizuoka.jp/	静岡県
前島秀章美術館	412-0033	静岡県御殿場市神山719	0550-87-5016		静岡県
万葉資料館	434-0041	静岡県浜松市浜北区平口5051-1万葉の森公園内	053-586-8700		静岡県
三島市郷土資料館	411-0036	静岡県三島市一番町19-3市立公園 楽寿園内	0559-71-8228	http://www.city.mishima.shizuoka.jp/kyoudo/	静岡県
三島市立公園楽寿園	411-0036	静岡県三島市一番町19－3	0559-75-2570		静岡県
三嶋大社宝物館	411-0035	静岡県三島市大宮町2-1-5	055-975-0566	http://www.mishimataisha.or.jp/	静岡県
南伊豆郷土館	415-0303	静岡県南伊豆町下賀茂328－2	0558-62-6280		静岡県
村上康成美術館　Ｂｒｅｅｚｉｎｇ	413-0235	静岡県伊東市大室高原5-386	0557-51-8021	http://www.murakami-museum.co.jp/	静岡県
明治商家・中瀬邸	410-3611	静岡県松崎町松崎315－1	0558-43-0587		静岡県
明善記念館	435-0012	静岡県浜松市東区安間町35	0534-21-0550		静岡県
メルヘンの森美術館	413-0235	静岡県伊東市大室高原11-210	0557-51-0114	http://meruhen.kir.jp/	静岡県
森町立歴史民俗資料館	437-0215	静岡県森町森2144	0538-85-0108		静岡県
焼津漁業資料館	425-0021	静岡県焼津市中港2－8－1	05462-8-7112		静岡県
焼津市歴史民俗資料館	425-0071	静岡県焼津市三ヶ名1550焼津市文化センター内	054-629-6847	http://www.city.yaizu.lg.jp/rekimin/index.htm	静岡県
ゆい桜えび館	421-3103	静岡県由比町由比672-1	0543-75-2448		静岡県
由比本陣記念館「御幸亭」	421-3103	静岡県由比町由比297-1	0543-75-4454		静岡県
湯ケ島邑美術館	410-3205	静岡県伊豆市市山325	0558-85-0777		静岡県
油田の里公園・油田資料館	421-0514	静岡県相良町菅ヶ谷2525－1	0548-87-2525		静岡県
吉岡彌生記念館	437-1434	静岡県掛川市下土方474	0537-74-5566	http://www2.city.kakegawa.shizuoka.jp/kanko/south/yayoi.html	静岡県
吉田町展望台小山城	421-0303	静岡県吉田町片岡2519－1	0548-32-9286		静岡県
吉田町郷土資料館	421-0303	静岡県吉田町片岡2537－1	0548-33-1111		静岡県
芳村やきもの資料館	410-3208	静岡県伊豆市吉奈230	05588-5-0663		静岡県
吉行淳之介文学館	436-0221	静岡県掛川市上垂木3190-2	0537-26-3900	http://www.nemunoki.or.jp	静岡県
嵐牛蔵美術館	436-0004	静岡県掛川市八坂434-1株式会社工設計内	0537-27-0392	http://www.takumise.com/10page.htm	静岡県
らんの里堂ヶ島	410-3514	静岡県西伊豆町仁科2848-1	0558-52-2345	http://www.dogashima.com	静岡県
竜洋郷土資料館	438-0204	静岡県磐田市岡405-47	0538-66-1111		静岡県
了仙寺宝物館	415-0023	静岡県下田市七軒町3－12－12	0558-22-2805	http://www.izu.co.jp/~ryosenji/	静岡県
蓮華寺文化財記念館	437-0215	静岡県森町森2144	0538-85-5374		静岡県
蓮杖写真記念館	415-0035	静岡県下田市東本郷1-3-2	0558-22-1211	http://www.ropeway.co.jp/	静岡県
蝋人形美術館・メキシコ館	413-0234	静岡県伊東市池674-1	0557-54-5555		静岡県
ロックアート美術館	421-2103	静岡県静岡市葵区俵沢 211-5	054-294-1388		静岡県
鷲沢自然科学資料館	431-2104	静岡県浜松市北区鷲沢町428	0534-28-2965		静岡県
ヴァンジ彫刻庭園美術館	411-0931	静岡県駿東部長泉町347-1クレマチスの丘	055-989-8787	http://www.vangi-museum.jp/index.html	静岡県
財団法人　米山梅吉記念館		静岡県長泉町上土狩346-1	055-986-2946		静岡県
INAX ギャラリー名古屋	460-0003	愛知県名古屋市中区錦1-16-20グリーンビル2F	052-201-1716	http://www.inax.co.jp/gallery/	愛知県
こども未来館　ここにこ	440-0897	愛知県豊橋市松葉町三丁目1番地	0532-21-5525	http://www.coconico.jp/	愛知県
愛西市佐織歴史民俗資料室	496-8011	愛知県愛西市諏訪町郷西456-1中央公民館内	0567-26-1123		愛知県
愛知県民の森林業展示館	441-1944	愛知県新城市門谷鳳来寺7-60	05363-2-1262		愛知県
愛知県清洲貝殻山貝塚資料館	452-0932	愛知県清洲市朝日貝塚1	052-409-1467	http://www.asahi-net.or.jp/~iy4t-ngc/jsiryoka.html	愛知県
愛知県児童総合センター	480-1101	愛知県長久手町熊張愛知県青少年公園内	0561-63-8777		愛知県
愛知県農業総合試験場農業民俗館	480-1103	愛知県長久手町岩作三ケ峯1－1	0561-62-0085		愛知県
愛知県公文書館	460-0001	愛知県名古屋市中区三の丸2-3-2愛知県自治センター7F	052-954-6025	http://www.pref.aichi.jp/kobunshokan/	愛知県
あいち健康プラザ　健康科学館	470-2101	愛知県東浦町森岡源吾山1－1	0562-82-0211	http://www.ahv.pref.aichi.jp	愛知県
愛知県陶磁資料館	489-0965	愛知県瀬戸市南山口町234	0561-84-7474	http://www.pref.aichi.jp/touji/	愛知県
愛知県美術館	461-8525	愛知県名古屋市東区東桜1-13-2	052-971-5511	http://www-art.aac.pref.aichi.jp/	愛知県
愛知県立芸術大学　法隆寺金堂壁画模写展示館	480-1194	愛知県長久手町岩作三ヶ峯1-1愛知県立芸術大学内	0561-62-1180	http://www.aichi-fam-u.ac.jp/facilities/horyuji	愛知県
愛知国際児童年記念館　童話館（メルヘンプロムナード）	480-1101	愛知県長久手町熊張愛知青少年公園内	0561-62-2111		愛知県
愛知平和記念館	460-0001	愛知県名古屋市中区三の丸1－7－2	052-231-6504		愛知県
愛陶工ギャラリー	489-0805	愛知県瀬戸市陶原町1－8	0561-82-4151		愛知県
赤羽根町歴史民俗資料館	441-3502	愛知県田原市赤羽根町西瀬古87	0531-45-3111		愛知県
足助乾漆展示館	444-2401	愛知県豊田市二夕宮町溝畑19	0565-67-2921		愛知県
足助資料館	444-2424	愛知県豊田市足助町梶平25-1	0565-62-0387		愛知県
足助城跡公園	444-2424	愛知県豊田市足助町宮ノ後26-2	0565-62-0770		愛知県
足助中馬館	444-2424	愛知県豊田市足助町田町11	0565-62-0878		愛知県
熱田神宮宝物館	456-8585	愛知県名古屋市熱田区神宮1-1-1	052-671-0852	http://www.atsutajingu.or.jp/	愛知県
田原市渥美郷土資料館	441-3613	愛知県渥美町古田岡ノ越6－4	05313-3-1127		愛知県
渥美町皿焼古窯館	441-3626	愛知県渥美町小塩津町後山30－90	05313-3-1127		愛知県
荒木集成館	468-0014	愛知県名古屋市天白区中平5－616	052-802-2531		愛知県
安城市文化センター	446-0041	愛知県安城市桜町17－11	0566-76-1515		愛知県
安城市歴史博物館	446-0026	愛知県安城市安城町城堀30	0566-77-6655	http://www.katch.ne.jp/~anjomuse/	愛知県
石川繊維資料館	440-0886	愛知県豊橋市東小田原町109-1	0532-52-5265	http://www.tees.ne.jp/~silk/	愛知県
一宮地域文化広場	491-0002	愛知県一宮市時之島玉振1－1	0586-51-2180		愛知県
（財）一宮地場産業　　ファッションデザインセンター	491-0931	愛知県一宮市大和町馬引南正亀4－1	0586-46-1361		愛知県
一宮市博物館	491-0922	愛知県一宮市大和町妙興寺2390	0586-46-3215	http://www.icm-jp.com/	愛知県
一宮市尾西歴史民俗資料館	494-0006	愛知県一宮市起下町211	0586-62-9711	http://www.city.ichinomiya.aichi.jp/	愛知県
一宮市三岸節子記念美術館	494-0007	愛知県一宮市小信中島郷南3147-1	0586-63-2892	http://s-migishi.com/	愛知県
イチロー展示ルーム　アイ・ファイン	480-0202	愛知県豊山町豊場四ツ塚53	0568-39-2061		愛知県
一色地域文化広場　学びの館	444-0423	愛知県一色町一色東前新田8	0563-72-3880	http://www.town.isshiki.lg.jp/MANABI/	愛知県
稲沢市中高記念館	492-8137	愛知県稲沢市国府宮2－7－17	0587-32-1111		愛知県
稲沢市荻須記念美術館	492-8217	愛知県稲沢市稲沢町前田365-8	0587-23-3300	http://www.city.inazawa.aichi.jp/ka_annai/museum/index.html	愛知県
稲沢市立祖父江町郷土資料館	495-0031	愛知県稲沢市祖父江町上牧下川田417	0587-97-2121		愛知県
INAXライブミュージアム	479-8586	愛知県常滑市奥栄町1-130	0569-34-8282	http://www.inax.co.jp/ilm/	愛知県
犬山市文化史料館・からくり展示館	484-0081	愛知県犬山市犬山北古券8	0568-62-4802		愛知県
衣の民俗館	465-0064	愛知県名古屋市名東区大針1－204	052-701-7568		愛知県
伊良湖フラワーセンター	441-3627	愛知県渥美町堀切町浜薮	05313-5-6141		愛知県
岩崎城歴史記念館	470-0131	愛知県日進市岩崎町市場67	05617-3-8825	http://www.mf.ccnw.ne.jp/iwasakijo	愛知県
岩田洗心館	484-0081	愛知県犬山市犬山富士見町26	0568-61-4634		愛知県
海辺の文学記念館	443-0004	愛知県蒲郡市竹島町424-1	0533-67-0070	http://www.city.gamagori.aichi.jp/sangyo/kanko/bungakukan/	愛知県
Ｎマーク	486-0821	愛知県春日井市神領668－2	0568-56-2561		愛知県
MOA名古屋ギャラリー	460-0003	愛知県名古屋市中区錦2－19丸三証券ビル 6F	052-212-3697		愛知県
大口町歴史民俗資料館	480-0126	愛知県大口町伝右1－35大口町健康文化センター3F	0587-94-0055		愛知県
